cinema (ID),cinema (source),cinema (transliteration),"city, country",year,address,"lat,long",run,seats,affiliation,comments,sources,reconstruction,Coef
MOS104,Мир,Mir,"Moscow, SU",1948,Oktiabr'skiĭ district,"55.79283816599655, 37.59796976091867",2,361,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS105,Молот,Molot,"Moscow, SU",1948,Sokol'nicheskiĭ district,"55.785928, 37.675828",2,411,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS106,Москва,Moskva,"Moscow, SU",1948,"Pl. Maiakovskogo, 1","55.769671725991564, 37.59471331716628",1,747,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1946 record.,1,1
MOS107,Наука и знание,Nauka i znanie,"Moscow, SU",1948,Kievskiĭ district,"55.752414, 37.599597",2,293,Moscow City Executive Committee's Department of Cinefication,scientific films,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS108,Новости дня,Novosti dnia,"Moscow, SU",1948,Sovetskiĭ district,"55.762386822142076, 37.602169862309225",,280,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,5"
MOS109,Октябрь,Oktiabr',"Moscow, SU",1948,Dzerzhinskiĭ district,"55.79929647698802, 37.61501275297922",2,406,Moscow City Executive Committee's Department of Cinefication,for children,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS110,Орион,Orion,"Moscow, SU",1948,Sokol'nicheskiĭ district,"55.795618, 37.708499",1,707,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS111,Перекоп,Perekop,"Moscow, SU",1948,Shcherbakovkiĭ district,"55.777151, 37.638043",1,578,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS112,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1948,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,700,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS113,Победа,Pobeda,"Moscow, SU",1948,Leningradskiĭ district,Unknown,1,649,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS114,Родина,Rodina,"Moscow, SU",1948,Stalinskiĭ district,"55.781570, 37.717869",1,1270,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS115,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1948,Baumansiĭ district,"55.766581, 37.659918",2,500,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS116,Сад Эрмитаж,Sad Ėrmitazh,"Moscow, SU",1948,Sverdlovskiĭ district,"55.77080510877408, 37.60954337553044",1,689,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS117,Салют,Saliut,"Moscow, SU",1948,Oktiabr'skiĭ district,"55.792065, 37.575222",1,351,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS118,Смена,Smena,"Moscow, SU",1948,Sovetskiĭ district,"55.771020990551925, 37.582989154099984",2,395,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS119,Спартак,Spartak,"Moscow, SU",1948,Kuĭbyshevskiĭ district,"55.76354670647905, 37.6548476160702",2,375,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS120,Стереокино,Stereokino,"Moscow, SU",1948,Sverdlovskiĭ district,"55.76037895000343, 37.61916289759364",,186,Moscow City Executive Committee's Department of Cinefication,stereo cinema,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,2
MOS121,Таганский,Taganskiĭ,"Moscow, SU",1948,Proletarskiĭ district,"55.74038353434052, 37.654197842457705",1,819,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS122,Таганский ПКиО,Taganskiĭ PKIO,"Moscow, SU",1948,Zhdanovskiĭ district,"55.739207, 37.667761",2,602,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS123,Уран,Uran,"Moscow, SU",1948,Dzerzhinskiĭ district,"55.77040452282041, 37.63155372711536",1,910,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS124,Форум,Forum,"Moscow, SU",1948,Dzerzhinskiĭ district,"55.773058432602916, 37.62740330442969",1,1222,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS125,Хроника,Khronika,"Moscow, SU",1948,Shcherbakovkiĭ district,"55.767124, 37.631820",,267,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,5"
MOS126,Художественный,Khudozhestvennyĭ,"Moscow, SU",1948,Kievskiĭ district,"55.752369, 37.602139",1,968,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS127,Центральный,Tsentral'nyĭ,"Moscow, SU",1948,Sverdlovskiĭ district,"55.76592426048217, 37.60529052843362",1,814,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS128,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1948,Leninskiĭ district,"55.73154109054722, 37.60327706944183",1,810,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS129,Шторм,Shtorm,"Moscow, SU",1948,Zheleznodorozhnyĭ district,"55.78235111103543, 37.67006121362364",1,638,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS130,Экран жизни,Ėkran zhizni,"Moscow, SU",1948,Kominternovskiĭ district,"55.77321250837942, 37.620671571295084",1,548,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,1
MOS131,Экспресс,Ėkspress,"Moscow, SU",1948,Kominternovskiĭ district,"55.77035848488775, 37.60921074307702",2,230,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS132,Юный зритель,IUnyĭ zritel',"Moscow, SU",1948,Kievskiĭ district,"55.74853398105157, 37.588827397745554",2,313,Moscow City Executive Committee's Department of Cinefication,for children,TCGAM. F. R-265. Op. 1. D. 17. L. 84.,0,"0,88"
MOS133,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1948,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Cinematography,,RGALI. F. 2456. Op. 1. D. 2162. L. 31.,0,1
MOS134,Колизей,Kolizeĭ,"Moscow, SU",1949,"Chistye prudy, 19а","55.761781, 37.645941",1,904,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1953 record.,1,1
MOS135,Метрополь,Metropol',"Moscow, SU",1949,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,757,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1953 record.,1,1
MOS136,Ударник,Udarnik,"Moscow, SU",1949,"Ul. Serafimovicha, 2","55.744450, 37.613072",1,1587,The Main Department of Cinefication (Soviet Union level),,RGALI. F. 2473. Op. 1. D. 477. L. 62.,0,1
MOS137,Авангард,Avangard,"Moscow, SU",1949,Leninskiĭ district,"55.731779, 37.611473",1,515,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS138,Аврора,Avrora,"Moscow, SU",1949,Krasnogvardeĭskiĭ district,"55.759157, 37.645708",3,338,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS139,Аквариум,Akvarium,"Moscow, SU",1949,Sovetskiĭ district,"55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS140,Арс,Ars,"Moscow, SU",1949,Kievskiĭ district,"55.74806146601852, 37.58749976700312",2,273,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS141,Баррикады,Barrikady,"Moscow, SU",1949,Krasnopresnenskiĭ district,"55.76064794396243, 37.579330860186516",2,451,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS142,Дзержинский ПКиО,Dzerzhinskiĭ PKiO,"Moscow, SU",1949,Shcherbakovkiĭ district,"55.83032412781143, 37.61469840946716",2,440,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS143,Динамо,Dinamo,"Moscow, SU",1949,Leningradskiĭ district,"55.79618060753062, 37.555168887144774",1,578,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS144,Диск,Disk,"Moscow, SU",1949,Shcherbakovkiĭ district,"55.809621, 37.634416",3,216,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS145,Ждановский ПКиО,Zhdanovskiĭ PKiO,"Moscow, SU",1949,Zhdanovskiĭ district,"55.739207, 37.667761",2,633,Moscow City Executive Committee's Department of Cinefication,former Taganskiĭ PKiO,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS146,Заря,Zaria,"Moscow, SU",1949,Moskvoretskiĭ district,"55.745524, 37.626412",3,263,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS147,Измайловский ПКиО имени Сталина,Izmaĭlovskiĭ PKiO imeni Stalina,"Moscow, SU",1949,Stalinskiĭ district,"55.77299499453838, 37.76126878218039",2,815,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS148,им. III Интернационала,im. III Internatsionala,"Moscow, SU",1949,Baumansiĭ district,"55.77323586956071, 37.67796359405088",2,461,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS149,Искра,Iskra,"Moscow, SU",1949,Timiriazevskiĭ district,"55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS150,Кадр,Kadr,"Moscow, SU",1949,Kievskiĭ district,"55.744520, 37.579277",3,223,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87,0,"0,62"
MOS151,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1949,Sverdlovskiĭ district,"55.757521, 37.616369",,151,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,5"
MOS152,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1949,Krasnopresnenskiĭ district,"55.757288, 37.599238",2,480,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS153,Красная Пресня,Krasnaia Presnia,"Moscow, SU",1949,Krasnopresnenskiĭ district,"55.75519658574544, 37.557861177072844",3,168,Moscow City Executive Committee's Department of Cinefication,opened since December 1949,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS154,Луч,Luch,"Moscow, SU",1949,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,419,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS155,Мир,Mir,"Moscow, SU",1949,Oktiabr'skiĭ district,"55.79283816599655, 37.59796976091867",2,362,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS156,Молот,Molot,"Moscow, SU",1949,Sokol'nicheskiĭ district,"55.785928, 37.675828",2,444,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS157,Москва,Moskva,"Moscow, SU",1949,"Pl. Maiakovskogo, 1","55.769671725991564, 37.59471331716628",1,747,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1946 record.,1,1
MOS158,Наука и знание,Nauka i znanie,"Moscow, SU",1949,Kievskiĭ district,"55.752414, 37.599597",2,323,Moscow City Executive Committee's Department of Cinefication,scientific films,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS159,Новости дня,Novosti dnia,"Moscow, SU",1949,Sovetskiĭ district,"55.762386822142076, 37.602169862309225",,280,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,5"
MOS160,Октябрь,Oktiabr',"Moscow, SU",1949,Dzerzhinskiĭ district,"55.79929647698802, 37.61501275297922",2,436,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS161,Орион,Orion,"Moscow, SU",1949,Sokol'nicheskiĭ district,"55.795618, 37.708499",1,797,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS162,Перекоп,Perekop,"Moscow, SU",1949,Shcherbakovkiĭ district,"55.777151, 37.638043",1,578,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS163,Открытый кинотеатр (Усачёвский сквер),Otkrytyĭ kinoteatr (Usachëvskiī skver),"Moscow, SU",1949,Frunzenskiĭ district,"55.724584197535705, 37.56102498972425",3,678,Moscow City Executive Committee's Department of Cinefication,"opened since July 1949Seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS164,Открытый кинотеатр в парке им. Воровского,Otkrytyĭ kinoteatr v parke im. Vorovskogo,"Moscow, SU",1949,Timiriazevskiĭ district,"55.81946149407082, 37.50539195493388",3,588,Moscow City Executive Committee's Department of Cinefication,opened since September 1949,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,62"
MOS165,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1949,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,700,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS166,Победа,Pobeda,"Moscow, SU",1949,Leningradskiĭ district,Unknown,1,770,Moscow City Executive Committee's Department of Cinefication,closed in September 1949,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS167,Призыв,Prizyv,"Moscow, SU",1949,Kievskiĭ district,"55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS168,Родина,Rodina,"Moscow, SU",1949,Kuĭbyshevskiĭ district,"55.781570, 37.717869",1,1318,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS169,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1949,Sverdlovskiĭ district,"55.766581, 37.659918",2,654,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS170,Сад Эрмитаж,Sad Ėrmitazh,"Moscow, SU",1949,Sverdlovskiĭ district,"55.77080510877408, 37.60954337553044",1,428,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS171,Салют,Saliut,"Moscow, SU",1949,Oktiabr'skiĭ district,"55.792065, 37.575222",1,641,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS172,Смена,Smena,"Moscow, SU",1949,Sovetskiĭ district,"55.771020990551925, 37.582989154099984",2,430,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS173,Спартак,Spartak,"Moscow, SU",1949,Kuĭbyshevskiĭ district,"55.76354670647905, 37.6548476160702",2,375,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS174,Стереокино,Stereokino,"Moscow, SU",1949,Sverdlovskiĭ district,"55.76037895000343, 37.61916289759364",,166,Moscow City Executive Committee's Department of Cinefication,stereo cinema,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,2
MOS175,Таганский,Taganskiĭ,"Moscow, SU",1949,Proletarskiĭ district,"55.74038353434052, 37.654197842457705",1,879,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS176,Уран,Uran,"Moscow, SU",1949,Dzerzhinskiĭ district,"55.77040452282041, 37.63155372711536",1,988,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS177,Форум,Forum,"Moscow, SU",1949,Dzerzhinskiĭ district,"55.773058432602916, 37.62740330442969",1,1285,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS178,Хроника,Khronika,"Moscow, SU",1949,Shcherbakovkiĭ district,"55.767124, 37.631820",,302,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,5"
MOS179,Художественный,Khudozhestvennyĭ,"Moscow, SU",1949,Kievskiĭ district,"55.752369, 37.602139",1,1018,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS180,Центральный,Tsentral'nyĭ,"Moscow, SU",1949,Sverdlovskiĭ district,"55.76592426048217, 37.60529052843362",1,858,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS181,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1949,Leninskiĭ district,"55.73154109054722, 37.60327706944183",1,810,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS182,Шторм,Shtorm,"Moscow, SU",1949,Zheleznodorozhnyĭ district,"55.78235111103543, 37.67006121362364",1,698,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS183,Экран жизни,Ėkran zhizni,"Moscow, SU",1949,Kominternovskiĭ district,"55.77342398078649, 37.611662769437814",1,569,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS184,Экспресс,Ėkspress,"Moscow, SU",1949,Kominternovskiĭ district,"55.77321250837942, 37.620671571295084",2,255,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS185,Эрмитаж,Ėrmitazh,"Moscow, SU",1949,Sverdlovskiĭ district,"55.77035848488775, 37.60921074307702",1,694,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,1
MOS186,Юный зритель,IUnyĭ zritel',"Moscow, SU",1949,Kievskiĭ district,"55.74853398105157, 37.588827397745554",2,361,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 19. L. 85-87.,0,"0,88"
MOS187,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1949,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Cinematography,"2 venues, main venue (924 seats) and blue venue (196 seats)",RGALI. F. 2456. Op. 1. D. 2600. L. 26.,0,1
MOS188,Колизей,Kolizeĭ,"Moscow, SU",1950,"Chistye prudy, 19а","55.761781, 37.645941",1,904,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1953 record.,1,1
MOS189,Метрополь,Metropol',"Moscow, SU",1950,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,757,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1953 record.,1,1
MOS190,Ударник,Udarnik,"Moscow, SU",1950,"Ul. Serafimovicha, 2","55.744450, 37.613072",1,1587,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1949 record.,1,1
MOS191,Авангард,Avangard,"Moscow, SU",1950,B. Iakimanka,"55.731779, 37.611473",1,515,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 recprd. The data on cinema's address and capacity is based the 1951 record.,1,1
MOS192,Аврора,Avrora,"Moscow, SU",1950,Krasnogvardeĭskiĭ district,"55.759157, 37.645708",3,338,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,62"
MOS193,Аквариум,Akvarium,"Moscow, SU",1950,Sovetskiĭ district,"55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1949 record.,1,"0,88"
MOS194,Арс,Ars,"Moscow, SU",1950,"Arbat, 51","55.74806146601852, 37.58749976700312",2,271,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1952 record.,1,"0,88"
MOS195,Баррикады,Barrikady,"Moscow, SU",1950,"Barrikadnaia, 21","55.76064794396243, 37.579330860186516",2,455,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on the 1951 record.,1,"0,88"
MOS196,Динамо,Dinamo,"Moscow, SU",1950,Petrovskiĭ park,"55.79618060753062, 37.555168887144774",1,560,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1951 record.,1,1
MOS197,Диск,Disk,"Moscow, SU",1950,Shcherbakovkiĭ district,"55.809621, 37.634416",3,216,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,62"
MOS198,Ждановский ПКиО,Zhdanovskiĭ PKiO,"Moscow, SU",1950,Zhdanovskiĭ district,"55.739207, 37.667761",2,633,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS199,Заря,Zaria,"Moscow, SU",1950,Moskvoretskiĭ district,"55.745524, 37.626412",3,263,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,62"
MOS200,Измайловский ПКиО имени Сталина,Izmaĭlovskiĭ PKiO imeni Stalina,"Moscow, SU",1950,Stalinskiĭ district,"55.77299499453838, 37.76126878218039",2,815,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1949 record.,1,"0,88"
MOS201,им. Моссовета,im. Mossoveta,"Moscow, SU",1950,"Luzhnikovskaia, 27","55.716276142721824, 37.5739001982771",1,705,Moscow City Executive Committee's Department of Cinefication,opened since 18 March 1950,Data on the cinema's run and location is based on the 1953 record. Tha data on the cinema's capacity and opening date is based on archival source: TCGAM. F. R-265. Op. 1. D. 21. L. 5.,1,1
MOS202,им. III Интернационала,im. III Internatsionala,"Moscow, SU",1950,Baumansiĭ district,"55.77323586956071, 37.67796359405088",2,461,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS203,Искра,Iskra,"Moscow, SU",1950,Timiriazevskiĭ district,"55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,62"
MOS204,Кадр,Kadr,"Moscow, SU",1950,Kievskiĭ district,"55.744520, 37.579277",3,325,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run and address is based on the 1949 record. The data on the cinema's capacity is based on the 1951 record.,1,"0,62"
MOS205,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1950,Sverdlovskiĭ district,"55.757521, 37.616369",,151,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,5"
MOS206,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1950,Krasnopresnenskiĭ district,"55.757288, 37.599238",2,480,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",All the data is based on the 1949 record.,1,"0,88"
MOS207,Луч,Luch,"Moscow, SU",1950,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,419,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS208,Маяк,Maiak,"Moscow, SU",1950,Dubrovskiĭ pr. 4,"55.72449012452377, 37.664848882933924",3,306,Moscow City Executive Committee's Department of Cinefication,2 venues,All the data is based on the 1953 record.,1,"0,62"
MOS209,Мир,Mir,"Moscow, SU",1950,Oktiabr'skiĭ district,"55.79283816599655, 37.59796976091867",2,362,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS210,Молот,Molot,"Moscow, SU",1950,Sokol'nicheskiĭ district,"55.785928, 37.675828",2,444,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS211,Москва,Moskva,"Moscow, SU",1950,"Pl. Maiakovskogo, 1","55.769671725991564, 37.59471331716628",1,800,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1953 record. The data on the cinema's address and capacity is based on the 1951 record.,1,1
MOS212,Наука и знание,Nauka i znanie,"Moscow, SU",1950,Kievskiĭ district,"55.752414, 37.599597",2,323,Moscow City Executive Committee's Department of Cinefication,scientific films,All the data is based on the 1949 record.,1,"0,88"
MOS213,Новости дня,Novosti dnia,"Moscow, SU",1950,Sovetskiĭ district,"55.762386822142076, 37.602169862309225",,280,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,5"
MOS214,Октябрь,Oktiabr',"Moscow, SU",1950,Dzerzhinskiĭ district,"55.79929647698802, 37.61501275297922",2,436,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS215,Орион,Orion,"Moscow, SU",1950,Sokol'nicheskiĭ district,"55.795618, 37.708499",1,797,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS216,Перекоп,Perekop,"Moscow, SU",1950,Shcherbakovkiĭ district,"55.777151, 37.638043",1,578,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS217,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1950,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,700,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1949 record.,1,1
