film_id,title (original),Year of Production,Duration (min),IMDB id
flm0002354,Életjel,1954,98,tt0047698
flm0002355,Они спустились с гор,1954,95,tt0234394
flm0002356,Киносборник Родимые пятна,,,
flm0002357,Молдавский виноград,,,
flm0002358,Физкультурники Донбасса,,,
flm0002359,Carola Lamberti - Eine vom Zirkus,1954,90,tt0046830
flm0002360,Fel a fejjel,1954,107,tt0046971
flm0002361,Новости дня № 37 1955 г.,,,
flm0002362,Наука и техника №6 1955 г.,,,
flm0002363,Государственный Русский музей,,,
flm0002364,Новости дня № 38 1955 г.,,,
flm0002365,Советский спорт № 6 1955 г.,,,
flm0002366,Пионерия № 6 1955 г.,,,
flm0002367,La edad del amor,1929,129,tt0019843
flm0002368,Конвейер железобетонных домов,,,
flm0002369,Рассказ о гало,,,
flm0002370,Меченые атомы,,,
flm0002371,Смольный конвейер железобетонных домов,,,
flm0002372,Новости дня № 39 1955 г.,,,
flm0002373,Международные соревнования легкоатлетов в Москве,,,
flm0002374,Поволжье №22 1955 г.,,,
flm0002375,Новости недели № 21 1955 г.,,,
flm0002376,Необыкновенный матч,1955,21,tt3364872
flm0002377,Секрет красоты,1955,16,tt0174191
flm0002378,Смольный,,,
flm0002379,Правительственная делегация демократической республики Вьетнам в СССР,,,
flm0002380,Звезды на крыльях,1955,81,tt0314959
flm0002381,На Дунае,1940,60,tt3881610
flm0002382,Государственный Эрмитаж,,,
flm0002383,Новости дня № 40 1955 г.,,,
flm0002384,Международные соревнования по легкой атлетике в Москве,,,
flm0002385,Югославские футболисты в советской стране,,,
flm0002386,На совещании глав правительств четырех держав,,,
flm0002387,Seventh Heaven,1937,102,tt0029539
flm0002388,50 лет со дня смерти Абая Кунанбаева,,,
flm0002389,Новости дня № 41 1955 г.,,,
flm0002390,Главы правительств четырех держав в Женеве,,,
flm0002391,Счастье трудных дорог,,,
flm0002392,Призраки покидают вершины,1955,96,tt0193433
flm0002393,Новости дня № 42 1955 г.,,,
flm0002394,Москва праздничная,,,
flm0002395,Под солнцем юга,,,
flm0002396,В чудесном городе,,,
flm0002397,Советский спорт № 7 1955 г.,,,
flm0002398,Новости сельского хозяйства № 6 1955 г.,,,
flm0002399,Советская Украина № 27 1955 г.,,,
flm0002400,Советская Белоруссия № 16 1955 г.,,,
flm0002401,Ленинградский журнал №17 1955 г.,,,
flm0002402,Совещание глав правительств четырех держав закончило свою работу,,,
flm0002403,На краю,,,
flm0002404,Ляна,1955,78,tt0048297
flm0002405,Сын пастуха,1955,77,tt5040006
flm0002406,Новости дня № 43 1955 г.,,,
flm0002407,Советский спорт № 8 1955 г.,,,
flm0002408,Тигроловы,,,
flm0002409,Лымеривна,1955,88,tt0985059
flm0002410,Рассказ о магните,,,
flm0002411,Naughty Marietta,1935,105,tt0026768
flm0002412,Стрела улетает в сказку,1954,29,tt1794974
flm0002413,Новости дня № 44 1955 г.,,,
flm0002414,Третья сессия Верховного Совета СССР 4-го созыва,,,
flm0002415,Футбол Англия - СССР,,,
flm0002416,Княжна Мери,1955,101,tt0048264
flm0002417,Новости дня № 45 1955 г.,,,
flm0002418,Наука и техника №7 1955 г.,,,
flm0002419,С аттестатом зрелости на завод,,,
flm0002420,На Всемирной ассамблее мира,,,
flm0002421,Nejlepsi clovek,1954,109,tt0308641
flm0002422,Madame X,1937,72,tt0029179
flm0002423,Первая в мире,,,
flm0002424,Новости дня № 46 1955 г.,,,
flm0002425,Советский спорт № 9 1955 г.,,,
flm0002426,Чемпионы мира по футболу в Москве,,,
flm0002427,Иностранная кинохроника №1 1955 г.,,,
flm0002428,Die Frau ohne Vergangenheit,1939,89,tt0031339
flm0002429,Солнечный камень,,,
flm0002430,Новости дня № 47 1955 г.,,,
flm0002431,Новости сельского хозяйства № 7 1955 г.,,,
flm0002432,Лорд-мэр Лондона в Москве,,,
flm0002433,Спортсмены одного корабля,,,
flm0002434,Московская кинохроника №1 1955 г.,,,
flm0002435,Айвазовский,,,
flm0002436,Нестерка,1955,88,tt0177040
flm0002437,Don Giovanni,1955,89,tt0048003
flm0002438,Новости дня № 48 1955 г.,,,
flm0002439,Советский спорт № 10 1955 г.,,,
flm0002440,Советская выставка в Аргентине,,,
flm0002441,Солдат Иван Бровкин,1955,93,tt0048639
flm0002442,Новости недели № 28 1955 г.,,,
flm0002443,Советская Украина № 36 1955 г.,,,
flm0002444,Новости дня № 49 1955 г.,,,
flm0002445,По Финляндии,,,
flm0002446,Советская и Чехословацкая выставки в Исландии,,,
flm0002447,Приключение с пиджаком Тарапуньки,,,
flm0002448,Seesterne,1952,93,tt0241931
flm0002449,Én és a nagyapám,1954,110,tt0048835
flm0002450,На бойком месте,1955,,tt0048407
flm0002451,Переговоры между правительственными делегациями Советского Союза и Германской Федеративной Республики,,,
flm0002452,Международные соревнования легкоатлетов,,,
flm0002453,Gasparone,1955,97,tt0140068
flm0002454,Новости дня № 50 1955 г.,,,
flm0002455,Случай с ефрейтором Кочетковым,1955,78,tt0287295
flm0002456,Прибытие в Москву правительственной делегации Германской Демократической Республики,,,
flm0002457,Чехословацкая выставка в Москве,,,
flm0002458,Выставка Дрезденской Картинной Галереи,,,
flm0002459,Пребывание президента Финляндской Республики Паасикиви в Москве,,,
flm0002460,Миссия доброй воли,,,
flm0002461,Пребывание Правительственной делегации Германской Демократической Республики в Москве,,,
flm0002462,Новости дня № 51 1955 г.,,,
flm0002463,Урок жизни,1955,112,tt0048770
flm0002464,Ломоносов,,,
flm0002465,Мелочь,,,
flm0002466,Советский спорт № 11 1955 г.,,,
flm0002467,Иностранная кинохроника №2 1955 г.,,,
flm0002468,Новости дня № 54 1955 г.,,,
flm0002469,Наука и техника №8 1955 г.,,,
flm0002470,Трубка и медведь,1955,10,tt6923430
flm0002471,Kariera,1955,73,tt0048243
flm0002472,Pokolenie,1955,87,tt0048500
flm0002473,Du jiang zhen cha ji,1954,110,tt6478958
flm0002474,Юные патриоты,,,
flm0002475,Наука и техника №9 1955 г.,,,
flm0002476,Новости дня № 52 1955 г.,,,
flm0002477,Московская кинохроника №2 1955 г.,,,
flm0002478,Дорога,1955,103,tt0174601
flm0002479,Пятнадцать дней в Советском Союзе,,,
flm0002480,Новоселье,1955,,tt0185540
flm0002481,Счастье Андруса,1955,,tt0446904
flm0002482,Глазами кино,,,
flm0002483,Новости дня № 53 1955 г.,,,
flm0002484,Крылья Родины,,,
flm0002485,Новости недели № 33 1955 г.,,,
flm0002486,Ленинградский киножурнал №24 1955 г.,,,
flm0002487,Борис Годунов,1954,110,tt0052642
flm0002488,Хитрость старого Ашира,,,
flm0002489,На востоке Каспийского моря,,,
flm0002490,На земле Древней Эллады,,,
flm0002491,Новости сельского хозяйства № 8 1955 г.,,,
flm0002492,У берегов Телецкого озера,,,
flm0002493,Футбол. Международные встречи сборных команд СССР - Венгрия,,,
flm0002494,Неоконченная повесть,1955,100,tt0048419
flm0002495,Julietta,1953,96,tt0045942
flm0002496,Le salaire de la peur,1953,131,tt0046268
flm0002497,Любовь женщины,1953,104,tt0045505
flm0002498,Naissance du cinéma,1950,38,tt0892085
flm0002499,Франсуа-Носорог,,,
flm0002500,Истинный рай,,,
flm0002501,Императорские пингвины,,,
flm0002502,Эмиль Золя,,,
flm0002503,Les grandes manoeuvres,1955,106,tt0048133
flm0002504,Le rouge et le noir,1954,205,tt0047432
flm0002505,Замки Луары,,,
flm0002506,Пребывание министра Иностранных Дел Канады Лестера Б. Пирсона в Советском Союзе,,,
flm0002507,Les évadés,1955,110,tt0139756
flm0002508,Thérèse Raquin,1953,102,tt0046429
flm0002509,Варшавские встречи,1956,,tt0240167
flm0002510,Югославская парламентская делегация в Советском Союзе,,,
flm0002511,Прибытие в Москву премьер-министра Бирманского Союза У-Ну,,,
flm0002512,Следы на снегу,1955,82,tt0048631
flm0002513,Пребывание парламентской делегации Сирии в Советском Союзе,,,
flm0002514,Счастливая юность,,,
flm0002515,Футбол Германская Федеративная Республика - СССР,,,
flm0002516,Наука и техника №10 1955 г.,,,
flm0002517,По новым дорогам,,,
flm0002518,Новости дня № 55 1955 г.,,,
flm0002519,Ленинградский киножурнал №25 1955 г.,,,
flm0002520,Неделя французского фильма,,,
flm0002521,Футбол. Франция - СССР,,,
flm0002522,Терентий Мальцев,,,
flm0002523,Великий преобразователь природы,,,
flm0002524,Дело,1955,92,tt5862746
flm0002525,Niezwykla podróz,1955,10,tt14266178
flm0002526,Советский спорт № 13 1955 г.,,,
flm0002527,Новости дня № 56 1955 г.,,,
flm0002528,В центре Арктики,,,
flm0002529,Государственный Русский Музей в Ленинграде,,,
flm0002530,К новому берегу,1955,,tt0172640
flm0002531,Иностранная кинохроника №3 1955 г.,,,
flm0002532,Московская кинохроника №3 1955 г.,,,
flm0002533,Бельгийская парламентская делегация в Советском Союзе,,,
flm0002534,Французская парламентская делегация в СССР,,,
flm0002535,Премьер-министр Бирманского Союза У-Ну в СССР,,,
flm0002536,Празднование 38-й годовщины Великого Октября в Москве,,,
flm0002537,Новости дня № 57 1955 г.,,,
flm0002538,Делегация японского парламента в СССР,,,
flm0002539,Французские кинодеятели в СССР,,,
flm0002540,А. Саврасов,,,
flm0002541,Паруса над океаном,,,
flm0002542,Советская Украина № 41 1955 г.,,,
flm0002543,Ленинградский киножурнал №28 1955 г.,,,
flm0002544,Новости дня № 58 1955 г.,,,
flm0002545,Когда наступает вечер,1955,68,tt0447237
flm0002546,Кейт Холиок в Советском Союзе,,,
flm0002547,Золотое руно,,,
flm0002548,Тонкорунное овцеводство Алтая,,,
flm0002549,3-я Всесоюзная студенческая спартакиада,,,
flm0002550,Двенадцатая ночь,1955,90,tt0049166
flm0002551,Новости дня № 59 1955 г.,,,
flm0002552,Советский спорт № 14 1955 г.,,,
flm0002553,Наука и техника №11 1955 г.,,,
flm0002554,Bidend yuu saad bolj baina,1956,48,tt18568606
flm0002555,Советские моряки в Англии,,,
flm0002556,Пребывание премьер-министра Норвегии Э. Герхардсена в Москве,,,
flm0002557,Прибытие в Дели Н. А. Булганина и Н. С. Хрущева,,,
flm0002558,Сборные дома,,,
flm0002559,Опыт крупноблочного строительства,,,
flm0002560,Митинг в честь Н. А. Булганина и Н.С. Хрущева,,,
flm0002561,Новости сельского хозяйства № 9 1955 г.,,,
flm0002562,Фламандская живопись XVII века,,,
flm0002563,Международные соревнования по плаванию,,,
flm0002564,Новости дня № 60 1955 г.,,,
flm0002565,Сборный железобетон в жилищном строительстве,,,
flm0002566,Рассказ об одном открытии,,,
flm0002567,Ленинградский киножурнал №30 1955 г.,,,
flm0002568,Советская Украина № 42 1955 г.,,,
flm0002569,Новости недели №39 1955 г.,,,
flm0002570,Львов - город бессмертной славы,,,
flm0002571,Памятники русского деревянного зодчества,,,
flm0002572,У рязанских животноводов,,,
flm0002573,Московская кинохроника №4 1955 г.,,,
flm0002574,Иностранная кинохроника №4 1955 г.,,,
flm0002575,Krvavi put,1955,95,tt0048269
flm0002576,Весенние голоса,1956,67,tt0049790
flm0002577,Пребывание Н. А. Булганина и Н. С. Хрущева в Бомбее,,,
flm0002578,Ombre et lumière,1951,92,tt0043877
flm0002579,Пребывание английских кораблей в Ленинграде,,,
flm0002580,Новости дня № 61 1955 г.,,,
flm0002581,Люксембургская парламентская делегация в СССР,,,
flm0002582,Премьер-министр Бирманского союза У НУ в советской стране,,,
flm0002583,Дом культуры строителей,,,
flm0002584,Советская Украина № 43 1955 г.,,,
flm0002585,Поволжье №39 1955 г.,,,
flm0002586,Тень у пирса,1955,83,tt0048704
flm0002587,Встречи на ринге,1949,104,tt0042029
flm0002588,В Хибинских горах,,,
flm0002589,Венецианская живопись XVI века,,,
flm0002590,Голландская живопись XVII века,,,
flm0002591,Новости дня № 62 1955 г.,,,
flm0002592,Новости сельского хозяйства № 10 1955 г.,,,
flm0002593,Н. А. Булганин и Н. С. Хрущев в Бирме,,,
flm0002594,Праздник латышского народа,,,
flm0002595,Весенние заморозки,1955,83,tt0047874
flm0002596,Советская экспедиция отправляется в Антарктиду,,,
flm0002597,Budapesti tavasz,1955,99,tt0047903
flm0002598,Liliomfi,1955,109,tt0047180
flm0002599,Különös ismertetöjel,1955,,tt0048276
flm0002600,A harag napja,1953,96,tt0045856
flm0002601,Путешествие по Исландии,,,
flm0002602,1905 год,,,
flm0002603,Новости дня № 63 1955 г.,,,
flm0002604,Митинг в Дели в честь Н. А. Булганина и Н. С. Хрущева,,,
flm0002605,Салтанат,1955,,tt0048578
flm0002606,Rákóczi induló,1955,,tt9464156
flm0002607,Рождение Венгерской Народной республики,,,
flm0002608,В окрестностях озера Балатон,,,
flm0002609,Способ плавания дельфином,,,
flm0002610,Мы живем в Кулунде,,,
flm0002611,Колхоз Саканайс Октобрис,,,
flm0002612,Н. А. Булганин и Н. С. Хрущев в Афганистане,,,
flm0002613,Москва встречает Н. А. Булганина и Н. С. Хрущева,,,
flm0002614,Новости дня № 64 1955 г.,,,
flm0002615,Гости из Вирмингама,,,
flm0002616,Иностранная кинохроника №5 1955 г.,,,
flm0002617,Педагогическая поэма,1955,111,tt0048478
flm0002618,Дружба великих народов,1956,,tt0049923
flm0002619,Дым в лесу,1955,48,tt1673579
